ProductID,Product Name ,Year ,Fe,Al,Cu,Other_metals,Plastics,PCB,LCD_module_CCFL,LCD_module_LED,CRT_Glass,Li_battery,Others
6,Digital camcorders,2011,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,2012,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,2013,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,2014,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,2015,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,2016,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,2017,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
6,Digital camcorders,2018,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,1989,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,1990,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,1991,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,1992,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,1993,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,1994,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,1995,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,1996,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,1997,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,1998,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,1999,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,2000,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,2001,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,2002,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,2003,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,2004,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,2005,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,2006,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,2007,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,2008,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,2009,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,2010,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,2011,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,2012,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,2013,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,2014,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,2015,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,2016,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,2017,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
7, Digital cameras,2018,0.16,0.12,0.01,,0.41,0.16,0.04,,,0.01,0.08
8,DVD player,1989,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,1990,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,1991,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,1992,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,1993,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,1994,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,1995,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,1996,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,1997,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,1998,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,1999,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,2000,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,2001,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,2002,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,2003,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,2004,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,2005,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,2006,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,2007,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,2008,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,2009,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,2010,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,2011,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,2012,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,2013,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,2014,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,2015,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,2016,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,2017,0.49,0.01,0.04,,0.33,0.13,,,,,0
8,DVD player,2018,0.49,0.01,0.04,,0.33,0.13,,,,,0
9,Gaming consoles,1989,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,1990,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
9,Gaming consoles,1991,0.31,0.09,0.02,0,0.34,0.17,,,,0,0.06
